Name,Address,gmap_id,description,Latitude,Longitude,category,Aggregate Rating,num_of_reviews,price,hours,MISC,City,state,Cuisines,Average Cost
Kaluz Restaurant,"Kaluz Restaurant, 3300 E Commercial Blvd, Fort Lauderdale, FL 33308",0x88d9020bd12036ed:0x76305197bfd04ed2,,26.1894263,-80.1033794,"['Restaurant', 'New American restaurant']",4.6,3494,$$$,"[['Monday', '11:30AM–10PM'], ['Tuesday', '11:30AM–10PM'], ['Wednesday', '11:30AM–10PM'], ['Thursday', '11:30AM–10PM'], ['Friday', '11:30AM–11PM'], ['Saturday', '11:30AM–11PM'], ['Sunday', '11:30AM–10PM']]","{'Service options': ['Outdoor seating', 'Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great beer selection', 'Great cocktails', 'Great coffee', 'Great dessert', 'Great wine list'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Happy hour food', 'Hard liquor', 'Healthy options', ""Kids' menu"", 'Late-night food', 'Small plates', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Dessert'], 'Amenities': ['Bar onsite', 'High chairs', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy', 'Romantic', 'Upscale'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Lunch reservations recommended', 'Dinner reservations recommended', 'Accepts reservations', 'Usually a wait'], 'Payments': ['Credit cards']}",Fort Lauderdale,Florida,American Cuisine,44
La Trattoria Restaurant,"La Trattoria Restaurant, 524 Duval St, Key West, FL 33040",0x88d1b6e9913c2987:0xab6b23edca65b64a,This white-tablecloth mainstay offers Italian classics & an attached martini bar with live music.,24.5551868,-81.80254769999999,"['Italian restaurant', 'Bar', 'Restaurant']",4.4,555,$$$,"[['Tuesday', '5–10:30PM'], ['Wednesday', '5–10:30PM'], ['Thursday', '5–10:30PM'], ['Friday', '5–11PM'], ['Saturday', '5–11PM'], ['Sunday', '5–10:30PM'], ['Monday', '5–10:30PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Highlights': ['Great coffee', 'Great dessert'], 'Popular for': ['Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', 'Late-night food', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['High chairs'], 'Atmosphere': ['Casual', 'Cozy', 'Romantic', 'Upscale'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Dinner reservations recommended', 'Accepts reservations'], 'Payments': ['Credit cards']}",Key West,Florida,European Cuisine,24
Antonios Pizza & Italian Restaurant,"Antonios Pizza & Italian Restaurant, 3088 Griffin Rd, Fort Lauderdale, FL 33312",0x88d9aaf2717512d3:0x7037fa3654ff834a,"Longtime, low-key spot for pizza & other Italian staples served amid warm-colored walls with murals.",26.0619993,-80.1840509,"['Italian restaurant', 'Italian grocery store', 'Pizza restaurant']",4.6,995,$$,"[['Monday', 'Closed'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–11PM'], ['Saturday', '12–11PM'], ['Sunday', '3–10PM']]","{'Service options': ['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Highlights': ['Great coffee'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Coffee', 'Comfort food', ""Kids' menu"", 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups'], 'Planning': ['Accepts reservations'], 'Payments': ['Credit cards']}",Fort Lauderdale,Florida,European Cuisine,23
Sky Dragon Restaurant,"Sky Dragon Restaurant, 2770 Stony Point Rd, Santa Rosa, CA 95407",0x808437bf58d5e789:0x3a5f8b54cebb3e79,Traditional Chinese cooking in a no-frills cafe space & for takeout or delivery.,38.4080379,-122.7407078,"['Chinese restaurant', 'Asian restaurant']",4.0,166,$$,"[['Sunday', '11AM–9:30PM'], ['Monday', '11AM–9:30PM'], ['Tuesday', '11AM–9:30PM'], ['Wednesday', '11AM–9:30PM'], ['Thursday', '11AM–9:30PM'], ['Friday', '11AM–9:30PM'], ['Saturday', '11AM–9:30PM']]","{'Service options': ['Delivery', 'Takeout'], 'Health & safety': ['Mask required'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Healthy options', 'Quick bite', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Planning': ['Accepts reservations']}",Santa Rosa,California,African & Middle Eastern Cuisine,38
Clock Restaurant,"Clock Restaurant, 2010 N Main St, Gainesville, FL 32609",0x88e8a412b39e8e79:0xffb3c8761f19c86c,"Basic spot serving comfort-food classics such as burgers, Southern fried chicken & Belgian waffles.",29.6715815,-82.3231773,['Family restaurant'],4.2,907,$,"[['Monday', '6AM–4PM'], ['Tuesday', '6AM–4PM'], ['Wednesday', '6AM–4PM'], ['Thursday', '6AM–4PM'], ['Friday', '6AM–4PM'], ['Saturday', '6AM–4PM'], ['Sunday', '6AM–4PM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee', 'Great dessert', 'Great tea selection'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Coffee', 'Comfort food', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates'], 'Dining options': ['Breakfast', 'Lunch', 'Dinner', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups', 'Tourists'], 'Payments': ['Debit cards', 'Credit cards']}",Gainesville,Florida,European Cuisine,20
Fu Lin Restaurant,"Fu Lin Restaurant, 200 N Bowman Rd, Little Rock, AR 72211",0x87d2a133fe7326c1:0xa60f64bf6954b7e0,"Comfy spot with a large menu of Chinese classics, including hot & sour soup, plus a Sunday buffet.",34.7559068,-92.4061734,['Chinese restaurant'],4.2,496,$,"[['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–9:30PM'], ['Saturday', '11AM–9:30PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Highlights': ['Fast service', 'Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Planning': ['Accepts reservations'], 'Payments': ['NFC mobile payments']}",Little Rock,Arkansas,Chinese Cuisine,39
El California Mexican Restaurant,"El California Mexican Restaurant, 1310 Texas Ave, El Paso, TX 79901",0x86e759062ad4fcf7:0xa31c8bc9ffb47b05,,31.76565,-106.476075,['Mexican restaurant'],4.3,323,$,"[['Sunday', '8AM–1PM'], ['Monday', '7AM–4PM'], ['Tuesday', '7AM–4PM'], ['Wednesday', '7AM–4PM'], ['Thursday', '7AM–4PM'], ['Friday', '7AM–4PM'], ['Saturday', '7AM–3PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible seating'], 'Offerings': ['Coffee', 'Comfort food', ""Kids' menu"", 'Quick bite', 'Small plates'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups'], 'Payments': ['NFC mobile payments']}",El Paso,Texas,Latin American Cuisine,29
Portofino's Italian Restaurant,"Portofino's Italian Restaurant, 30 Orchard Park Dr, Greenville, SC 29615",0x88582e99d61e8d53:0x2a687b4768e6561a,"Informal restaurant offering a menu of Italian American classics for dinner only, plus a full bar.",34.8555615,-82.33441739999999,['Italian restaurant'],4.5,651,$$,"[['Monday', '4–9:30PM'], ['Tuesday', '4–9:30PM'], ['Wednesday', '4–9:30PM'], ['Thursday', '4–9:30PM'], ['Friday', '4–9:30PM'], ['Saturday', '4–9:30PM'], ['Sunday', 'Closed']]","{'From the business': ['Identifies as veteran-led'], 'Service options': ['Outdoor seating', 'Curbside pickup', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee', 'Great dessert'], 'Popular for': ['Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', ""Kids' menu"", 'Wine'], 'Dining options': ['Dinner', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy', 'Romantic'], 'Crowd': ['Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations', 'Usually a wait'], 'Payments': ['Debit cards', 'Credit cards']}",Greenville,South Carolina,European Cuisine,42
La Scala Restaurant,"La Scala Restaurant, 3155 Fluvanna Ave, Jamestown, NY 14701",0x89d2a9361d69ffef:0x989ac5160d740673,,42.1204491,-79.2676876,"['Banquet hall', 'Restaurant']",4.2,128,,"[['Thursday', '5–8PM'], ['Friday', '5–9PM'], ['Saturday', '5–9PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '5–8PM'], ['Wednesday', '5–8PM']]","{'Service options': ['Takeout', 'Delivery'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating']}",Jamestown,New York,American Cuisine,12
Imperial Seafood Restaurant,"Imperial Seafood Restaurant, 1680 Willow Pass Rd, Concord, CA 94520",0x808566d76f84db71:0x19677d2c4a6c5c55,Dim sum selections galore plus wonton soup & honey prawns cooked up in a relaxed space.,37.9725027,-122.0420258,"['Dim sum restaurant', 'Cantonese restaurant', 'Chinese restaurant', 'Mandarin restaurant', 'Seafood restaurant']",4.1,424,$$,"[['Wednesday', '11AM–3PM'], ['Thursday', '11AM–3PM'], ['Friday', '11AM–3PM'], ['Saturday', '10AM–9PM'], ['Sunday', '10AM–9PM'], ['Monday', '11AM–3PM'], ['Tuesday', '11AM–3PM']]","{'Service options': ['Delivery', 'Takeout'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Small plates'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Planning': ['Accepts reservations']}",Concord,California,Seafood & Organic Cuisine,32
Bob's Big Bear Restaurant,"Bob's Big Bear Restaurant, 1465 Dillingham Blvd, Honolulu, HI 96817",0x7c006e66e9f2d96d:0xa810cb89671a9569,,21.3243723,-157.87693729999998,['American restaurant'],4.0,208,,"[['Tuesday', 'Closed'], ['Wednesday', 'Closed'], ['Thursday', 'Closed'], ['Friday', 'Closed'], ['Saturday', 'Closed'], ['Sunday', '8–8:01AM'], ['Monday', 'Closed']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Popular for': ['Breakfast', 'Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', ""Kids' menu"", 'Quick bite'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups']}",Honolulu,Hawaii,American Cuisine,44
Depot Restaurant,"Depot Restaurant, 8612 US-12, Richmond, IL 60071",0x880f7b5d156b9d01:0x971472b064ba2691,,42.4515927,-88.3053833,['Family restaurant'],4.4,95,$,"[['Tuesday', '4AM–2PM'], ['Wednesday', '4AM–9PM'], ['Thursday', '4AM–9PM'], ['Friday', '4AM–9PM'], ['Saturday', '4AM–9PM'], ['Sunday', '4AM–12PM'], ['Monday', '4AM–2PM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Highlights': ['Great coffee'], 'Popular for': ['Breakfast', 'Lunch', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', ""Kids' menu"", 'Quick bite'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy']}",Richmond,Illinois,European Cuisine,33
Vito's Pizza & Italian Restaurant,"Vito's Pizza & Italian Restaurant, 1311 Washington Rd, Washington, IL 61571",0x880a548f9a6bd97b:0x573b86dbbf0fb1bc,,40.703193,-89.42882499999999,['Pizza restaurant'],4.4,118,$$,"[['Sunday', '5–8PM'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '5–8PM'], ['Thursday', '5–8PM'], ['Friday', '5–8PM'], ['Saturday', '5–8PM']]",{'Service options': ['Delivery']},Washington,Illinois,European Cuisine,23
Cilantro's Méxican Restaurant | Northgate,"Cilantro's Méxican Restaurant | Northgate, 4160 Northgate Blvd #1, Sacramento, CA 95834",0x809ad7b927a709ed:0x317058436e5d6c51,,38.6450446,-121.4752621,['Mexican restaurant'],4.2,398,$,"[['Monday', '10AM–9PM'], ['Tuesday', '10AM–9PM'], ['Wednesday', '10AM–9PM'], ['Thursday', '10AM–9PM'], ['Friday', '10AM–9PM'], ['Saturday', '11AM–8PM'], ['Sunday', 'Closed']]","{'Service options': ['Takeout', 'Delivery', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Comfort food', 'Quick bite', 'Small plates'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual'], 'Crowd': ['Groups'], 'Payments': ['NFC mobile payments']}",Sacramento,California,Latin American Cuisine,19
Peppino's Restaurant & Catering,"Peppino's Restaurant & Catering, 1849 Grant Blvd, Syracuse, NY 13208",0x89d9f25afdce07a3:0xe1230fedcfe93691,"Veteran shop with pizza, wings, subs, breakfast items & more for takeout, delivery & basic dine-in.",43.0719256,-76.1410775,"['Pizza restaurant', 'Box lunch supplier', 'Caterer', 'Chicken wings restaurant', 'Delivery service', 'Delivery Restaurant', 'Takeout Restaurant', 'Pasta shop', 'Restaurant']",3.8,348,$$,"[['Thursday', '7:30AM–10PM'], ['Friday', '7:30AM–12AM'], ['Saturday', '9AM–12AM'], ['Sunday', '2–10PM'], ['Monday', '7:30AM–10PM'], ['Tuesday', '7:30AM–10PM'], ['Wednesday', '7:30AM–10PM']]","{'Service options': ['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Fireplace'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Coffee', 'Comfort food', ""Kids' menu"", 'Late-night food', 'Quick bite'], 'Dining options': ['Breakfast', 'Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Transgender safespace', 'LGBTQ friendly'], 'Payments': ['Debit cards', 'Credit cards']}",Syracuse,New York,American Cuisine,22
The Pantry Restaurant,"The Pantry Restaurant, 11401 N Rodney Parham Rd, Little Rock, AR 72212",0x87d2a1400458b5bd:0x1c62e6f44ffca556,"Warm, stylish eatery with a bar serving hearty Czech & German classics, plus burgers & flatbreads.",34.7718142,-92.400749,['European restaurant'],4.7,866,$$,"[['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM'], ['Friday', '11AM–10PM'], ['Saturday', '4–10PM'], ['Sunday', 'Closed'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM']]","{'Service options': ['Outdoor seating', 'Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great cocktails', 'Great coffee', 'Great dessert'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Happy hour food', 'Healthy options', 'Organic dishes', 'Small plates', 'Vegetarian options'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['High chairs'], 'Atmosphere': ['Casual', 'Cozy', 'Romantic', 'Upscale'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations'], 'Payments': ['Debit cards', 'Credit cards']}",Little Rock,Arkansas,European Cuisine,22
Hills' Restaurant & Lounge,"Hills' Restaurant & Lounge, 401 W Main Ave, Spokane, WA 99201",0x549e186026730941:0x9dfe7c7559464559,Clubby outfit dishing up American plates featuring housemade pasta & veggies from a rooftop garden.,47.6588048,-117.4182359,"['American restaurant', 'Lounge', 'Restaurant']",4.4,148,$$,"[['Thursday', '11AM–9:30PM'], ['Friday', '11AM–9:30PM'], ['Saturday', '11AM–9:30PM'], ['Sunday', '4–8:30PM'], ['Monday', 'Closed'], ['Tuesday', '11AM–9:30PM'], ['Wednesday', '11AM–9:30PM']]","{'Service options': ['Outdoor seating', 'Takeout', 'Delivery', 'Dine-in'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Hard liquor', ""Kids' menu"", 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs', 'Restroom', 'Wi-Fi'], 'Crowd': ['Family-friendly'], 'Payments': ['Debit cards']}",Spokane,Washington,American Cuisine,44
Eight4Nine Restaurant & Lounge,"Eight4Nine Restaurant & Lounge, 849 N Palm Canyon Dr, Palm Springs, CA 92262",0x80db1bb844088fa5:0x7078c601ccab1b1d,Contemporary eatery offering refined New American cuisine in a sleek setting with pops of color.,33.8345505,-116.5469483,"['New American restaurant', 'Lounge']",4.6,1068,$$,"[['Thursday', '11AM–2PM'], ['Friday', '11AM–2PM'], ['Saturday', '10AM–2PM'], ['Sunday', '10AM–2PM'], ['Monday', '11AM–2PM'], ['Tuesday', '11AM–2PM'], ['Wednesday', '11AM–2PM']]","{'Service options': ['Outdoor seating', 'Curbside pickup', 'Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great coffee', 'Great dessert', 'Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Happy hour food', 'Healthy options', 'Late-night food', 'Small plates', 'Vegetarian options'], 'Dining options': ['Catering', 'Dessert'], 'Amenities': ['High chairs'], 'Atmosphere': ['Casual', 'Romantic', 'Upscale'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Lunch reservations recommended', 'Dinner reservations recommended', 'Accepts reservations']}",Palm Springs,California,American Cuisine,29
